Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,0.8,0.21,0.55,0.15,80.0,7.7,T
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,0.41,0.98,0.0,0.32,78.0,2.5,M
Dishonored,X360,2012.0,Action,1.06,0.5,0.01,0.14,88.0,7.9,M
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,0.99,0.64,0.0,0.08,,,
The Beatles: Rock Band,Wii,2009.0,Misc,1.17,0.39,0.0,0.15,89.0,8.9,T
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,0.88,0.34,0.32,0.18,84.0,9.1,T
Need for Speed Underground,XB,2003.0,Racing,1.09,0.55,0.0,0.07,83.0,8.7,E
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,0.0,0.0,1.71,0.0,,,
Tetris Worlds,GBA,2001.0,Puzzle,1.25,0.39,0.0,0.06,65.0,tbd,E
Imagine: Teacher,DS,2008.0,Simulation,0.7,0.82,0.0,0.19,,tbd,E
Call of Duty: Black Ops 3,X360,2015.0,Shooter,1.14,0.4,0.0,0.16,,,
Deal or No Deal,DS,2007.0,Misc,1.15,0.4,0.0,0.15,20.0,1.9,E
FIFA Soccer 10,PS2,2009.0,Sports,0.23,0.24,0.0,1.23,,8.4,E
Portal 2,PS3,2011.0,Shooter,0.83,0.6,0.02,0.24,95.0,8.4,E10+
Super Puyo Puyo,SNES,1993.0,Puzzle,0.0,0.0,1.69,0.01,,,
NCAA Football 07,PS2,2006.0,Sports,1.41,0.05,0.0,0.23,87.0,8.6,E
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,0.59,0.87,0.0,0.23,74.0,5.3,T
No Man's Sky,PS4,2016.0,Action,0.63,0.76,0.03,0.27,71.0,4.5,T
Ben 10: Protector of Earth,DS,2007.0,Action,0.68,0.82,0.0,0.19,,,
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,1.58,0.0,0.0,0.12,,7.8,T
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,1.22,0.34,0.04,0.1,82.0,8.8,M
BioShock Infinite,PS3,2013.0,Shooter,0.72,0.65,0.04,0.28,94.0,8.5,M
Jampack Winter '99,PS,1999.0,Misc,0.94,0.64,0.0,0.11,,,
Call of Duty: Black Ops 3,PS3,2015.0,Shooter,0.49,0.87,0.07,0.26,,,
WCW vs. nWo: World Tour,N64,1997.0,Fighting,1.37,0.28,0.03,0.02,,,
WCW/NWO Thunder,PS,1998.0,Fighting,1.1,0.48,0.04,0.07,,,
Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,0.87,0.66,0.08,0.08,64.0,7.1,E
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,1.52,0.12,0.0,0.05,53.0,6.9,E
Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,0.79,0.65,0.08,0.17,,,
Resident Evil 4,GC,2005.0,Action,0.98,0.42,0.22,0.06,96.0,9.4,M
Personal Trainer: Math,DS,2007.0,Puzzle,0.48,1.12,0.0,0.08,63.0,tbd,E
Game Party 3,Wii,2009.0,Puzzle,1.4,0.16,0.0,0.12,37.0,tbd,E
Need For Speed: Undercover,X360,2008.0,Racing,0.79,0.7,0.01,0.18,64.0,5.9,T
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,0.82,0.64,0.0,0.22,,,
NFL GameDay 98,PS,1997.0,Sports,1.58,0.06,0.0,0.04,,,
Sonic Colors,Wii,2010.0,Platform,0.92,0.6,0.01,0.15,78.0,8.5,E
Saints Row 2,PS3,2008.0,Action,0.88,0.54,0.02,0.25,82.0,7.9,M
Yoshi's Cookie,GB,1992.0,Puzzle,0.59,0.24,0.82,0.03,,,
Time Crisis,PS,1997.0,Shooter,0.38,0.87,0.33,0.1,,,
Sid Meier's Civilization V,PC,2010.0,Strategy,0.98,0.52,0.0,0.17,90.0,7.9,E10+
 Fire Emblem Fates,3DS,2015.0,Role-Playing,0.81,0.23,0.52,0.11,,,
The Sims: Superstar,PC,2003.0,Simulation,1.67,0.0,0.0,0.0,79.0,8.2,T
Metroid Fusion,GBA,2002.0,Action,1.18,0.27,0.17,0.06,92.0,9.1,E
We Ski,Wii,2008.0,Sports,0.97,0.4,0.14,0.15,67.0,8.5,E
Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,0.9,0.46,0.0,0.32,73.0,7.9,T
SSX 3,PS2,2003.0,Sports,0.93,0.52,0.0,0.22,93.0,9.1,E
Madden NFL 2001,PS,2000.0,Sports,1.58,0.05,0.0,0.04,90.0,6.8,E
Star Wars: Battlefront II,XB,2005.0,Shooter,1.22,0.39,0.0,0.06,83.0,8.9,T
Disney's DuckTales,NES,1989.0,Platform,0.91,0.3,0.42,0.04,,,
Tony Hawk's Pro Skater 3,PS,2001.0,Sports,1.09,0.49,0.02,0.07,87.0,8.3,E
"Monsters, Inc.",GBA,2001.0,Adventure,0.59,0.95,0.03,0.1,,tbd,E
PGR: Project Gotham Racing 2,XB,2003.0,Racing,0.97,0.59,0.04,0.07,,,
Dragon Age: Origins,PS3,2009.0,Role-Playing,0.96,0.42,0.08,0.21,87.0,7.9,M
Spy Hunter,PS2,2001.0,Racing,1.13,0.32,0.0,0.22,84.0,7.8,T
NCAA Football 2004,PS2,2003.0,Sports,1.35,0.09,0.0,0.23,94.0,8.8,E
Fight Night Round 3,PS3,2006.0,Fighting,0.81,0.58,0.01,0.26,83.0,7.9,T
StarCraft II: Heart of the Swarm,PC,2013.0,Strategy,0.83,0.66,0.0,0.18,86.0,7.9,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,1.08,0.45,0.0,0.14,71.0,9,E
Until Dawn,PS4,2015.0,Adventure,0.45,0.9,0.05,0.26,79.0,8.2,M
Big Beach Sports,Wii,2008.0,Sports,0.45,1.02,0.0,0.2,44.0,8,E
Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,1.0,0.3,0.31,0.04,,,
SSX,PS2,2000.0,Sports,0.78,0.61,0.06,0.2,93.0,8.3,E
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,0.93,0.56,0.0,0.16,78.0,8.7,E10+
NBA Ballers,PS2,2004.0,Sports,0.81,0.63,0.0,0.21,83.0,9.2,E
Saints Row IV,X360,2013.0,Action,1.01,0.5,0.01,0.13,81.0,6.5,M
NBA Live 2003,PS2,2002.0,Sports,1.25,0.15,0.03,0.22,83.0,8.3,E
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,0.9,0.61,0.0,0.15,79.0,7.2,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,0.96,0.12,0.54,0.04,72.0,8.4,T
Dark Souls III,PS4,2016.0,Role-Playing,0.65,0.45,0.34,0.22,89.0,8.8,M
Ms. Pac-Man,2600,1981.0,Puzzle,1.54,0.1,0.0,0.02,,,
Kirby's Return to Dreamland,Wii,2011.0,Platform,0.58,0.21,0.79,0.07,77.0,8.5,E10+
Mario Party 6,GC,2004.0,Misc,0.9,0.11,0.6,0.05,71.0,7.9,E
Super Scope 6,SNES,1991.0,Shooter,1.06,0.38,0.15,0.05,,,
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,1.21,0.3,0.0,0.14,56.0,6.7,T
Need for Speed Carbon,X360,2006.0,Racing,0.76,0.69,0.02,0.18,77.0,6.3,E10+
Heavenly Sword,PS3,2007.0,Action,0.57,0.72,0.06,0.29,79.0,8.3,T
Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,0.0,0.0,1.65,0.0,,,
MySims,Wii,2007.0,Simulation,0.9,0.54,0.04,0.17,68.0,7.2,E
Kirby & the Amazing Mirror,GBA,2004.0,Platform,0.8,0.05,0.76,0.03,,,
Army of Two,X360,2008.0,Shooter,1.09,0.37,0.02,0.16,72.0,7.6,M
Dig Dug,2600,1982.0,Puzzle,1.52,0.1,0.0,0.02,,,
Tom Clancy's Rainbow Six,PS,1999.0,Shooter,0.93,0.63,0.0,0.08,,,
Ghosts 'n Goblins,NES,1986.0,Action,0.74,0.26,0.61,0.03,,,
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,0.8,0.63,0.0,0.21,88.0,8.9,E
NBA Live 06 (All region sales),PS2,2005.0,Sports,1.44,0.15,0.0,0.05,,,
Prince of Persia: Warrior Within,PS2,2004.0,Action,0.54,0.88,0.0,0.22,83.0,8.5,M
Far Cry 4,XOne,2014.0,Shooter,0.8,0.69,0.01,0.14,82.0,7.5,M
ESPN NFL 2K5,XB,2004.0,Sports,1.54,0.02,0.0,0.07,92.0,9.1,E
Beyond: Two Souls,PS3,2013.0,Adventure,0.52,0.8,0.06,0.26,70.0,8.1,M
Pikmin,GC,2001.0,Strategy,0.78,0.25,0.56,0.04,89.0,8.7,E
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,1.18,0.34,0.0,0.1,89.0,8.8,E
NBA 2K15,X360,2014.0,Sports,1.35,0.11,0.0,0.17,,3,E
Call of Duty: Black Ops,PC,,Shooter,0.58,0.81,0.0,0.23,81.0,5.2,M
Ape Escape,PS,1999.0,Platform,0.71,0.48,0.32,0.11,90.0,8.8,E
NCAA Football 2005,PS2,2004.0,Sports,1.32,0.09,0.0,0.22,88.0,8.8,E
Max Payne 3,X360,2012.0,Shooter,0.86,0.62,0.01,0.13,86.0,7.8,M
Viva Pinata,X360,2006.0,Simulation,0.45,0.95,0.02,0.2,84.0,8,E
Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,0.8,0.63,0.01,0.19,,,
Kinectimals,X360,2010.0,Simulation,1.02,0.46,0.0,0.13,74.0,3.1,E
Kirby Air Ride,GC,2003.0,Racing,1.01,0.11,0.45,0.04,61.0,7.9,E
LEGO Marvel Super Heroes,PS4,2013.0,Action,0.59,0.76,0.01,0.26,83.0,7.7,E10+
Sled Storm,PS,1998.0,Racing,0.9,0.61,0.0,0.11,,,
Destiny,PS3,2014.0,Shooter,0.68,0.56,0.12,0.25,,4.5,T
Rock Band,PS3,,Misc,0.99,0.41,0.0,0.22,92.0,8.4,T
Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,0.3,0.02,1.27,0.03,80.0,7.9,E10+
NFL Street 2,PS2,2004.0,Sports,0.79,0.62,0.0,0.21,77.0,8.7,E
Baseball,GB,1989.0,Sports,0.66,0.27,0.65,0.03,,,
Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,0.0,0.0,1.61,0.01,,,
Super Mario Strikers,GC,2005.0,Sports,0.98,0.38,0.2,0.04,76.0,8.7,E
Buzz! The Music Quiz,PS2,2005.0,Misc,0.0,1.18,0.0,0.43,,,
Rage,X360,2011.0,Shooter,0.82,0.6,0.03,0.15,81.0,6.7,M
Mario Hoops 3 on 3,DS,2006.0,Sports,0.98,0.04,0.49,0.09,69.0,8,E
SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,1.49,0.0,0.0,0.11,64.0,tbd,E
Dollar Dash,PS2,2005.0,Action,1.3,0.23,0.0,0.07,,,
F-1 World Grand Prix,N64,1998.0,Racing,0.46,0.96,0.09,0.08,,,
River Raid,2600,1981.0,Shooter,1.49,0.09,0.0,0.02,,,
Just Cause 2,X360,2010.0,Action,0.59,0.83,0.02,0.17,81.0,8,M
Silent Hill,PS,1999.0,Action,0.71,0.48,0.3,0.1,86.0,9.2,M
Sonic Heroes,GC,2003.0,Platform,1.05,0.44,0.06,0.04,72.0,7.8,E
Disney Infinity,Wii,2013.0,Action,1.05,0.41,0.0,0.14,,4.2,E10+
ESPN NBA 2K5,PS2,2004.0,Sports,1.26,0.12,0.0,0.21,83.0,7.5,E
Diablo,PC,1996.0,Role-Playing,0.01,1.58,0.0,0.0,94.0,8.7,M
Far Cry 2,X360,2008.0,Action,0.71,0.69,0.02,0.18,85.0,6.7,M
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,1.15,0.36,0.04,0.04,96.0,9.2,T
Soul Edge,PS,1996.0,Fighting,0.61,0.41,0.46,0.1,,,
Mario Bros.,2600,1982.0,Platform,1.48,0.09,0.0,0.02,,,
Pro Evolution Soccer 2008,PS3,2007.0,Sports,0.04,1.1,0.32,0.13,74.0,6.1,E
NASCAR 2000,PS,1999.0,Racing,0.88,0.6,0.0,0.1,,,
Pokemon Battle Revolution,Wii,2006.0,Role-Playing,0.78,0.37,0.3,0.13,53.0,6.7,E
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,0.88,0.26,0.34,0.1,75.0,8.2,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,0.94,0.48,0.01,0.15,69.0,6.8,E10+
SoulCalibur IV,X360,2008.0,Fighting,0.92,0.43,0.07,0.15,85.0,7.9,T
Jampack Summer 2K,PS,2000.0,Misc,0.88,0.6,0.0,0.1,,,
Sonic Generations,PS3,2011.0,Platform,0.6,0.69,0.02,0.26,76.0,8.2,E
Spyro 2: Season of Flame,GBA,2002.0,Platform,0.85,0.65,0.0,0.08,76.0,7.6,E
Mario Party 10,WiiU,2015.0,Misc,0.69,0.53,0.24,0.12,66.0,6.5,E
Devil May Cry 4,PS3,2008.0,Action,0.58,0.45,0.34,0.2,84.0,8.2,M
Dead Rising 3,XOne,2013.0,Action,1.06,0.35,0.01,0.15,78.0,6.8,M
Pro Evolution Soccer 2010,PS2,2009.0,Sports,0.1,0.18,0.12,1.16,,8.1,E
NCAA Football 2002,PS2,2001.0,Sports,0.77,0.6,0.0,0.2,90.0,8.7,E
Gears of War: Judgment,X360,2013.0,Shooter,0.92,0.5,0.03,0.12,79.0,5.4,M
Watch Dogs,XOne,2014.0,Action,0.9,0.53,0.0,0.14,78.0,5.8,M
Guitar Hero: On Tour Decades,DS,2008.0,Misc,0.84,0.57,0.0,0.16,72.0,8,E10+
FIFA 16,X360,2015.0,Sports,0.57,0.88,0.0,0.12,,2.9,E
Madden NFL 15,XOne,2014.0,Sports,1.31,0.09,0.0,0.16,80.0,6.4,E
Conflict: Desert Storm,PS2,2002.0,Shooter,0.98,0.53,0.0,0.06,55.0,8.6,T
Mario Party 7,GC,2005.0,Misc,0.95,0.11,0.46,0.04,64.0,7.9,E
Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,Role-Playing,0.17,0.02,1.36,0.02,84.0,8.5,E10+
High School Musical 3: Senior Year,DS,2008.0,Misc,0.63,0.76,0.0,0.17,,,
Smuggler's Run,PS2,2000.0,Racing,0.77,0.6,0.0,0.2,79.0,6.8,T
Fight Night Round 3,PS2,2006.0,Fighting,1.07,0.4,0.0,0.1,84.0,8.1,T
Need for Speed: Most Wanted,X360,2012.0,Racing,0.62,0.78,0.01,0.15,83.0,8.5,T
Carnival Games: Mini Golf,Wii,2008.0,Sports,0.86,0.54,0.0,0.15,38.0,5.7,E
Donkey Kong Classics,NES,1988.0,Platform,0.59,0.14,0.81,0.02,,,
Hannah Montana: Music Jam,DS,2007.0,Action,1.05,0.36,0.0,0.15,,,
Twisted Metal,PS,1995.0,Action,1.32,0.19,0.0,0.05,,,
Final Fight,SNES,1990.0,Action,0.67,0.17,0.69,0.03,,,
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,0.57,0.43,0.44,0.12,54.0,9,E
Dragon Quest Monsters 2,GB,2001.0,Role-Playing,0.0,0.0,1.56,0.0,,,
Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,0.68,0.38,0.44,0.05,,,
MySims Kingdom,DS,2008.0,Simulation,0.8,0.59,0.01,0.16,58.0,tbd,E
LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,0.73,0.67,0.0,0.15,73.0,7,E10+
Stuntman,PS2,2002.0,Racing,0.76,0.59,0.0,0.2,71.0,5.7,T
Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,0.91,0.57,0.0,0.07,86.0,8.5,M
LEGO Harry Potter: Years 1-4,X360,2010.0,Action,0.95,0.46,0.0,0.14,79.0,8,E10+
007: The World is not Enough,N64,2000.0,Action,1.13,0.38,0.02,0.03,,,
Spider-Man 2: Enter: Electro,PS,2001.0,Action,0.57,0.87,0.02,0.09,74.0,8.7,E
Guitar Hero 5,Wii,2009.0,Misc,0.92,0.48,0.0,0.15,89.0,6.9,T
Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,1.55,0.0,0.0,0.0,,,
Wolfenstein: The New Order,PS4,2014.0,Shooter,0.47,0.8,0.03,0.24,79.0,8.1,M
Mafia II,X360,2010.0,Action,0.85,0.55,0.0,0.15,74.0,7.8,M
Moshi Monsters: Moshling Zoo,DS,2011.0,Misc,0.37,0.96,0.0,0.21,,tbd,E
BioShock 2,PS3,2010.0,Shooter,0.85,0.46,0.02,0.22,88.0,8.2,M
Dark Cloud,PS2,2000.0,Role-Playing,0.83,0.44,0.08,0.19,80.0,8.2,T
Warcraft III: The Frozen Throne,PC,2003.0,Strategy,0.58,0.87,0.0,0.09,88.0,9,T
Active Life: Outdoor Challenge,Wii,2008.0,Sports,0.78,0.43,0.19,0.14,69.0,8.1,E
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,1.4,0.02,0.02,0.1,90.0,8,T
Ratchet & Clank (2016),PS4,2016.0,Platform,0.5,0.76,0.04,0.24,,,
MVP Baseball 2005,PS2,2005.0,Sports,1.26,0.07,0.0,0.21,87.0,8.6,E
Die Hard Trilogy,PS,1996.0,Shooter,0.85,0.58,0.0,0.1,,,
Uncharted: Golden Abyss,PSV,2011.0,Shooter,0.53,0.66,0.13,0.22,80.0,7.4,T
Go Vacation,Wii,2011.0,Misc,0.42,0.65,0.33,0.14,64.0,7.8,E10+
Pro Evolution Soccer 2013,PS3,2012.0,Sports,0.18,0.63,0.49,0.24,82.0,6.7,E
Mortal Kombat 3,SNES,1994.0,Fighting,1.19,0.29,0.0,0.05,,,
NFL GameDay 99,PS,1998.0,Sports,1.44,0.05,0.0,0.04,,,
Dishonored,PS3,2012.0,Action,0.72,0.52,0.04,0.25,89.0,7.9,M
Mario Golf: Toadstool Tour,GC,2003.0,Sports,1.09,0.15,0.25,0.04,81.0,8,E
Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,0.85,0.58,0.0,0.1,,,
Call of Duty: Black Ops II,PC,2012.0,Shooter,0.64,0.69,0.0,0.19,74.0,4.2,M
Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,0.67,0.43,0.29,0.14,75.0,7.6,M
Knockout Kings,PS,1997.0,Fighting,1.07,0.39,0.0,0.06,,,
The Simpsons Skateboarding,PS2,2002.0,Sports,0.36,0.9,0.0,0.27,38.0,5,T
Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,0.7,0.55,0.16,0.12,83.0,8.9,E
NASCAR 98,PS,1996.0,Racing,1.43,0.05,0.0,0.04,,,
Xevious,NES,1984.0,Shooter,0.18,0.06,1.27,0.01,,,
F1 Race,NES,1984.0,Racing,0.0,0.0,1.52,0.0,,,
NASCAR 99,PS,1998.0,Racing,1.45,0.04,0.0,0.04,,,
Final Fantasy XIV: A Realm Reborn,PC,2010.0,Role-Playing,0.88,0.48,0.0,0.17,,,
NBA Live 2000,PS,1998.0,Sports,1.43,0.05,0.0,0.03,,,
Fight Night Round 4,PS3,2009.0,Fighting,0.92,0.4,0.0,0.2,88.0,7.6,T
Super Monkey Ball 2,GC,2002.0,Puzzle,1.11,0.31,0.06,0.04,87.0,8.5,E
Pac-Man World 2,PS2,2002.0,Action,1.26,0.05,0.0,0.21,73.0,7.8,E
Disney Fairies: Tinker Bell,DS,2008.0,Adventure,0.85,0.51,0.01,0.15,,7.8,E
MySims Kingdom,Wii,2008.0,Simulation,0.7,0.64,0.01,0.16,76.0,8.1,E
Dead Space 2,X360,2011.0,Shooter,0.94,0.44,0.0,0.13,90.0,8.6,M
Puzzle & Dragons,3DS,2013.0,Role-Playing,0.0,0.0,1.51,0.0,,,
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,0.94,0.43,0.0,0.14,,,
Mega Man 2,NES,1988.0,Action,0.93,0.15,0.42,0.01,,,
Simpsons Wrestling,PS,2001.0,Fighting,0.23,1.16,0.0,0.11,,,
NBA Live 98,PS,1997.0,Sports,1.41,0.06,0.0,0.04,,,
The Simpsons Game,PS2,2007.0,Action,0.35,0.03,0.0,1.13,68.0,8.2,T
Monopoly,PS,1997.0,Misc,1.18,0.27,0.0,0.05,,,
The Simpsons Game,DS,2007.0,Action,0.56,0.77,0.0,0.17,69.0,7.3,T
Football Manager 2012,PC,2011.0,Sports,0.02,1.16,0.0,0.33,84.0,8,E
Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,0.6,0.47,0.21,0.23,85.0,8.6,E10+
SoulCalibur II,GC,2003.0,Fighting,0.99,0.32,0.11,0.08,93.0,9.1,T
Call of Duty 3,PS3,2006.0,Shooter,0.6,0.62,0.03,0.26,80.0,6.9,T
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,0.66,0.52,0.15,0.17,76.0,8.9,E
NFL Blitz,PS,1998.0,Sports,1.41,0.05,0.0,0.04,,,
Red Faction II,PS2,2002.0,Shooter,0.49,0.78,0.0,0.23,84.0,8.3,M
Madden NFL 2001,PS2,2000.0,Sports,1.19,0.07,0.05,0.2,91.0,7.7,E
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,0.0,0.0,1.5,0.0,,,
WWF No Mercy,N64,2000.0,Fighting,1.2,0.27,0.02,0.02,,,
Ice Climber,NES,1985.0,Platform,0.46,0.1,0.92,0.02,,,
Sonic CD,SCD,1993.0,Platform,1.0,0.36,0.09,0.05,,,
Star Wars: The Force Unleashed II,PS3,2010.0,Action,0.8,0.49,0.0,0.21,63.0,6.8,T
Pac-Man World,PS,1998.0,Action,1.21,0.14,0.1,0.04,,,
Rock Band 2,PS3,2008.0,Misc,1.13,0.2,0.0,0.16,91.0,7.9,T
Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,0.72,0.38,0.36,0.04,80.0,8.1,T
Medal of Honor: Frontline,XB,2002.0,Shooter,1.0,0.43,0.0,0.06,81.0,6.9,T
Madden NFL 09,PS2,2008.0,Sports,1.22,0.0,0.0,0.27,67.0,7,E
Dead Rising 2,X360,2010.0,Action,0.75,0.52,0.09,0.12,79.0,6.9,M
Banjo-Tooie,N64,2000.0,Platform,0.82,0.36,0.25,0.06,,,
Buzz! The BIG Quiz,PS2,2006.0,Misc,0.0,1.1,0.0,0.39,,,
Mafia II,PS3,2010.0,Action,0.5,0.69,0.04,0.26,75.0,7.7,M
Batman: Arkham Knight,XOne,2015.0,Action,0.88,0.47,0.0,0.14,85.0,6.6,M
Doom (2016),PS4,2016.0,Shooter,0.54,0.69,0.02,0.24,,,
Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,0.47,0.37,0.52,0.12,57.0,6.9,T
WWF WrestleMania 2000,N64,1999.0,Fighting,1.2,0.25,0.02,0.02,,,
Wario Land II,GB,1997.0,Platform,0.7,0.35,0.39,0.04,,,
Nintendo World Cup,NES,1990.0,Sports,0.28,0.5,0.65,0.05,,,
Sonic Rivals 2,PSP,2007.0,Racing,0.44,0.67,0.0,0.37,60.0,7.8,E
Bratz: Forever Diamondz,DS,2006.0,Adventure,0.43,0.88,0.0,0.18,,6.5,E
Resistance 3,PS3,2011.0,Shooter,0.64,0.57,0.05,0.22,83.0,7.8,M
Drawn To Life: SpongeBob SquarePants Edition,DS,2008.0,Adventure,0.99,0.35,0.0,0.13,68.0,5.5,E
Disney Sing It: Pop Hits,Wii,2009.0,Misc,1.07,0.28,0.0,0.13,,tbd,E
007: Quantum of Solace,X360,2008.0,Action,0.82,0.51,0.01,0.14,65.0,7.1,T
Major League Baseball 2K5,PS2,2005.0,Sports,0.72,0.56,0.0,0.19,82.0,7.4,E
Fight Night 2004,PS2,2004.0,Fighting,1.08,0.2,0.0,0.2,85.0,9,T
LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,0.84,0.51,0.0,0.13,75.0,7.8,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,0.82,0.59,0.0,0.07,93.0,8.6,T
LEGO City Undercover,3DS,2013.0,Platform,0.52,0.77,0.07,0.11,,,
Imagine: Master Chef,DS,2007.0,Simulation,0.39,0.91,0.0,0.17,,tbd,E
Disney Princess,GBA,2003.0,Platform,1.04,0.37,0.0,0.06,,tbd,E
Mario Golf,N64,1999.0,Action,0.62,0.18,0.65,0.02,,,
Call of Duty Black Ops: Declassified,PSV,2012.0,Action,0.71,0.43,0.07,0.26,33.0,4.8,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,0.93,0.4,0.02,0.12,79.0,7.2,M
Fight Night Round 3,X360,2006.0,Fighting,1.33,0.03,0.01,0.1,86.0,8.8,T
Xenogears,PS,1998.0,Role-Playing,0.29,0.19,0.89,0.1,84.0,8.4,T
The SpongeBob SquarePants Movie,GBA,2004.0,Platform,1.02,0.38,0.0,0.06,,tbd,E
Super Scribblenauts,DS,2010.0,Puzzle,1.06,0.29,0.0,0.11,81.0,8.2,E10+
Midway Arcade Treasures,PS2,2003.0,Misc,0.72,0.56,0.0,0.19,76.0,tbd,T
Triple Play 99,PS,,Sports,0.81,0.55,0.0,0.1,,,
Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,0.06,0.09,1.3,0.01,,,
Super Monkey Ball,GC,2001.0,Puzzle,0.95,0.37,0.1,0.04,87.0,7.9,E
SoulCalibur IV,PS3,2008.0,Fighting,0.72,0.4,0.14,0.2,85.0,7.9,T
Donkey Kong,2600,1981.0,Platform,1.36,0.08,0.0,0.02,,,
Mortal Kombat 4,PS,1998.0,Fighting,0.81,0.55,0.0,0.1,,,
New Play Control! Mario Power Tennis,Wii,2009.0,Sports,0.35,0.69,0.28,0.14,,,
Mario Superstar Baseball,GC,2005.0,Sports,0.93,0.24,0.25,0.04,76.0,8.6,E
Wall-E,DS,2008.0,Platform,0.46,0.82,0.0,0.17,54.0,tbd,E
WCW vs the World,PS,1998.0,Fighting,1.17,0.2,0.04,0.05,,,
Battlefield: Bad Company,X360,2008.0,Shooter,0.81,0.46,0.04,0.15,83.0,7.7,T
Homefront,X360,2011.0,Shooter,0.83,0.48,0.02,0.12,70.0,6,M
Onimusha 3: Demon Siege,PS2,2004.0,Action,0.37,0.47,0.54,0.07,85.0,8.6,M
Madden NFL 15,PS3,2014.0,Sports,1.08,0.11,0.0,0.27,,2.7,E
Red Dead Revolver,PS2,2004.0,Shooter,0.71,0.55,0.0,0.19,73.0,7.8,M
Resident Evil: Outbreak,PS2,2003.0,Action,0.54,0.35,0.46,0.1,71.0,8.3,M
Tamagotchi,GB,1996.0,Simulation,0.0,0.0,1.44,0.01,,,
4 Nin uchi Mahjong,NES,1984.0,Misc,0.0,0.0,1.45,0.0,,,
Dragon Ball Z,SNES,1993.0,Fighting,0.0,0.0,1.45,0.0,,,
Game de Hakken!! Tamagotchi 2,GB,1997.0,Simulation,0.0,0.0,1.44,0.01,,,
Namco Museum 64,N64,1999.0,Misc,1.24,0.17,0.03,0.01,,,
Mass Effect 2,PS3,2011.0,Role-Playing,0.78,0.45,0.03,0.19,94.0,8.5,M
LEGO Battles: Ninjago,DS,2011.0,Strategy,1.02,0.32,0.0,0.11,59.0,6.9,E
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,1.38,0.05,0.0,0.02,,,
